Naam aanvrager;Vestigingsplaats;Toegekend bedrag
DAMO V.O.F.;GOES;7.086
DAMPARE;AMSTERDAM;4.248
DAMPIE B.V.;OOSTERHOUT NB;10.383
DAMPKRING HAARLEMMERSTRAAT B.V.;AMSTERDAM;35.010
DAMRAK;'S-GRAVENHAGE;6.348
DAM'SELLE B.V.;DE BILT;5.013
DAMSO B.V.;AMSTELVEEN;4.383
DAMSTRA;DRIEZUM;2.931
DAMSTRA SERVICE & ONDERHOUD B.V.;LEEUWARDEN;75.000
DAMU SYSTEEMBOUW B.V.;WASPIK;22.014
DAN;AMSTELVEEN;15.327
DANA SUPPORT B.V.;AMSTERDAM;441
DANCE THERAPY PRODUCTIONS B.V.;RIDDERKERK;14.622
DANCERS AT WORK B.V.;AALSMEER;1.452
DANCESTREET B.V.;AMSTERDAM;18.561
DANCKAARTS PROFESSIONELE KEUKEN-    INRICHTINGEN B.V.;RIJSWIJK ZH;32.790
DANCOHR CORPORATION B.V.;WEERT;24.834
D'ANDREA & EVERS DESIGN B.V.;ENSCHEDE;62.955
DANEELS DRUKKERIJ BVBA;BEERSE;5.475
DANEGO B.V.;UDEN;4.080
DANENBERG;ZUID-SCHARWOUDE;1.191
DANG;'S-GRAVENHAGE;2.184
D'ANGELO;HOOFDDORP;8.334
D'ANGELO;ZOETERMEER;1.503
DANICE B.V.;LEIDERDORP;25.014
DANIE MANAGEMENT B.V.;BUNNIK;2.088
DANIEL HECHTER B.V.;ROERMOND;30.027
DANIELE DENTICI / SHOE SALON V.O.F.;AMSTERDAM;9.974
DANIELE PALMA COFFEE ART;AMSTERDAM;12.030
DANIELLE'S HAIRSTUDIO V.O.F.;ZAANDAM;2.430
DANIELS;ANNEN;11.022
DANIELS;EWIJK;1.047
DANIELS & VERBAKEL V.O.F.;GEMERT;26.247
DANIEL'S GYM BOXTEL B.V.;BOXTEL;4.002
DANKERS;TILBURG;5.613
DANKERS;AMSTERDAM;2.865
DANKERS LEDEREN KLEDING B.V.;AMSTERDAM;1.767
DANKERS LEDEREN KLEDING ROERMOND    B.V.;AMSTERDAM;2.994
DANKMEIJER;NIEUWEGEIN;3.657
DANKO B.V.;AMSTERDAM;4.632
DANKZIJ FLEXWERK B.V.;VELSEN-NOORD;85.578
DANLIY B.V.;SCHIEDAM;4.893
DANNY TEN TIJE APELDOORN DE MATEN   B.V.;APELDOORN;8.316
DANNY'S EETPLEZIER V.O.F.;VINKEL;40.173
DANNY'S FASHION VOF;VOLENDAM;1.341
DANO B.V.;VALKENBURG LB;17.475
DANO B.V.;ZENDEREN;13.395
DANS- EN PARTYCENTRUM BERNAARDS     V.O.F.;MAASTRICHT;324
DANSANTE B.V.;HENDRIK-IDO-AMBACHT;4.309
DANSCENTRUM VERMEULEN V.O.F.;NIJMEGEN;4.296
DANSEN B.V.;'S-HERTOGENBOSCH;20.109
DANSSCHOOL DE WINTER SPORT B.V.;HILVERSUM;59.823
DANSSCHOOL PARMENTIER B.V.;AMERSFOORT;6.327
DANSSCHOOL WENSINK V.O.F.;APELDOORN;888
DANSSPORTCENTRUM SACO VELT;LEEUWARDEN;8.082
DANTE 6 LUXURY CASUALS B.V.;VLAARDINGEN;28.509
DANTE B.V.;ZEIST;5.499
DANTE V.O.F.;EINDHOVEN;2.283
DANVO BAKERIES B.V.;RIEL;129.387
D'AOLLE BAKKERIJ V.O.F.;DALEN;3.009
DAOUD;AMSTERDAM;3.000
DAOUDI;GROESBEEK;4.479
DAOUDI;ARNHEM;2.580
DAOUDI;AMSTERDAM;558
DAPP B.V.;NIEUWEGEIN;9.693
DAPP FRIETFIETS B.V.;NIEUWEGEIN;10.266
DAPPRE B.V.;AMSTERDAM;50.637
DAQSO INTERNATIONAL B.V.;AMSTERDAM;3.630
DAR AL MAGREB V.O.F.;UTRECHT;7.611
DARA B.V.;AMERSFOORT;82.293
DARAMA V.O.F.;RAAMSDONKSVEER;11.400
DARCO TOOLS B.V.;REUSEL;3.513
DARE WINES V.O.F.;TILBURG;4.170
DARE. HOSPITALITY DESIGN C.V.;ZWOLLE;5.295
DARI FINANCIAL SERVICES B.V.;'S-GRAVENHAGE;17.955
DARIA B.V.;ALMERE;5.244
DARK GREY EUROPE B.V.;EINDHOVEN;123.822
DARKUM B.V.;ROTTERDAM;9.969
DARQ MAASTRICHT B.V.;MAASTRICHT;6.225
DARRODIE;AMSTERDAM;4.107
DARSAN;AMSTERDAM;8.817
DARTEL;OVERASSELT;3.795
DARTHUIZEN V.O.F.;LEERSUM;33.243
DARTLI B.V.;AMSTERDAM;25.791
DARTS BOND BOLLENSTREEK RIJNLAND;OEGSTGEEST;1.368
DARWIN FINANCIAL PLATFORM B.V.;AMSTERDAM;14.727
DARWIN RECRUITMENT B.V.;AMSTERDAM;65.214
DAS INCASSO ARNHEM B.V.;DRUTEN;28.503
DASA GROUP B.V.;HEERHUGOWAARD;27.486
DASIA INTERNATIONAL B.V.;HAARLEM;8.484
DASILVA BEANS & LEAFS B.V.;ZALTBOMMEL;5.913
DASMO-TPAST B.V.;BAKKEVEEN;24.900
DASOMEL AMERSFOORT CENTRUM B.V.;AMERSFOORT;21.483
DASSELAAR BV;NIJKERK GLD;110.934
DASSEN;EIJSDEN;26.145
DASSEN TRANSPORT B.V.;LANDGRAAF;16.851
DATA 4 INFORMATION TECHNOLOGY B.V.;MAASTRICHT-AIRPORT;103.323
DATA CARE B.V.;VARSSEVELD;13.440
DATA CONCEPT TECHNOLOGY B.V.;BEESD;32.766
DATA COUNT B.V.;GOUDA;23.058
DATACTION B.V.;DRONTEN;41.991
DATAFLEX BENELUX B.V.;KRIMPEN AAN DEN IJSSEL;6.711
DATAFLEX INTERNATIONAL B.V.;KRIMPEN AAN DEN IJSSEL;55.278
DATALOGUE B.V.;AMSTERDAM;6.750
DATAS ALL-ROUND B.V.;'S-GRAVENHAGE;49.854
DATAS KANTOOR KOMPLEET              GRONINGEN C.V.;GRONINGEN;18.579
DATAS KANTOOR KOMPLEET DRACHTEN B.V.;DRACHTEN;25.353
DATAWEAR B.V.;GRONINGEN;11.001
DATEC WINKELTECHNIEK B.V.;ZEVENAAR;6.927
DATEMA;PUTTEN;4.443
DATEQ B.V.;ALMERE;9.801
DATLINQ B.V;ROTTERDAM;42.468
DATLINQ NEDERLAND B.V.;ROTTERDAM;42.462
DATRO B.V.;SCHIEDAM;34.734
DATUM SOLUTIONS NETHERLANDS B.V.;WEERT;26.049
DAUB BAKERY MACHINERY B.V.;GOIRLE;25.806
DAUB MANUFACTURING B.V.;GOIRLE;46.836
D'AURIA B.V.;DE KWAKEL;12.900
DAUTZENBERG;LANDGRAAF;28.689
DAVANTI FASHION V.O.F.;WERKENDAM;669
DAVE DETACHERING B.V.;OUDEWATER;18.384
DAVE DETACHERING B.V.;OUDEWATER;2.349
DAVID;AMSTERDAM;4.578
DAVID BELOONT B.V.;NIJMEGEN;329.988
DAVID BELOONT B.V.;NIJMEGEN;142.488
DAVID BELOONT B.V.;NIJMEGEN;40.452
DAVID J STAPEL B.V.;AMSTERDAM;2.253
DAVID LEWIS PRODUCTIONS B.V.;AMSTERDAM;210.657
DAVID LLOYD HEALTH & FITNESS B.V.;VELDHOVEN;790.440
DAVID PAYROLLING B.V.;NIJMEGEN;350.061
DAVID PAYROLLING B.V.;NIJMEGEN;192.120
DAVID VAN SCHIE PARTY RENTAL B.V.;'S-GRAVENZANDE;43.242
DAVIDOWSKI B.V.;ALMELO;5.940
DAVIDS;AMSTELVEEN;2.970
DAVIDS;NIEUWE PEKELA;972
DAVIDS;IJSSELSTEIN UT;969
DAVIDS GELATO B.V.;REEUWIJK;27.180
DAVIDSE;VLISSINGEN;6.915
DAVIDSON INTERNATIONAL GROUP B.V.;ROTTERDAM;2.223
DAVIDYAN;AMERSFOORT;17.268
DAVIES B.V.;STEENBERGEN NB;20.175
DAVINCI ACADEMIE B.V.;AMSTERDAM;113.772
DAVINCI CINEMA GOES B.V.;GOES;8.169
DAVIS EUROPE B.V.;RIDDERKERK;27.138
DAVIS LA MONTRE B.V.;WEESP;10.668
DAVO BAR ARNHEM B.V.;ARNHEM;6.375
DAVO PROEFLOKAAL DEVENTER B.V.;DEVENTER;56.460
DAVYDAVICIUS;MAARSSEN;1.941
DAW SCHAIJK;SCHAIJK;2.349
DAWIDOWICZ;NOORDWIJKERHOUT;2.952
DAWOOD;ALMELO;3.012
DA-XIN V.O.F.;BORGER;1.125
DAY BY DAY FASHION B.V.;AMSTERDAM;2.208
DAY CREATIVE B.V.;AMSTERDAM;18.225
DAYALA;AMSTERDAM;14.043
DAYDREAM BENELUX B.V.;BARENDRECHT;4.959
DAYLAK;OSS;981
DAYMON NETHERLANDS B.V.;EINDHOVEN;60.750
DAYSEADAY FROZEN B.V.;URK;79.974
DAYSPA AMSTERDAM B.V.;AMSTERDAM;30.075
DAYTIME TELEVISION B.V.;ROTTERDAM;33.645
DAZHONG B.V.;MAARSSEN;139.395
DB AKTIVITEITEN B.V.;'S-GRAVENHAGE;6.504
DB AMSTERDAM B.V.;LISSE;21.210
DB CONTROL II B.V.;ENTER;17.073
DB DETACHERING B.V.;ENTER;28.794
DB DETACHERING B.V.;ENTER;4.761
DB HRM B.V.;LISSE;3.951
DB PROJECTS & ENGINEERING B.V.;ENTER;6.486
DBA BETONSTAAL B.V.;KUDELSTAART;20.481
DBA TOBIJ;ZOETERMEER;3.615
DBB B.V.;BRESKENS;18.102
DBC NGUYEN;AMSTERDAM;2.151
DBF Beukema-JANSEN;DRUTEN;7.735
DBG NEDERLAND B.V.;NIJVERDAL;18.972
DBK AGRO B.V.;KLAZIENAVEEN;51.807
DBM DUTCH BRAND MANAGEMENT B.V.;AMSTERDAM;72.258
DBM RETAIL B.V.;AMSTERDAM;59.208
DBOM B.V.;HAARLEM;11.688
DBPS B.V.;KESSEL LB;12.036
DBR ONDERHOUD B.V.;VLAARDINGEN;3.075
D-BRA FLEX B.V.;ZEVENBERGEN;16.800
DB'S B.V.;UTRECHT;22.317
DBT B.V.;ALMERE;32.475
DC AMSTERDAM B.V.;AMSTERDAM;10.014
DC CONNECT B.V.;HILLEGOM;33.549
DC DANCE KATWIJK B.V.;KATWIJK ZH;2.247
DC DRUCKCHEMIE BENELUX B.V.;HELMOND;15.843
DC MODELS B.V.;ETTEN-LEUR;6.975
DC SERVICES B.V.;ARNHEM;2.067
DCB B.V.;BERLICUM NB;3.270
DCB HORECA B.V.;SINT ANTHONIS;31.410
DCE-EUROPE B.V.;MIDDELBURG;22.971
DCL CORPORATION (NL) B.V.;MAASTRICHT;185.559
DCM DANIELS;MAASTRICHT;4.755
DCR ADMINISTRATIE B.V.;LANDSMEER;2.178
DCR EUROPE B.V.;NIJVERDAL;6.996
DCRT EVENT DECORATIONS B.V.;HAARLEM;74.604
DCS OPS B.V.;BREDA;61.188
DD&A B.V.;VOORSCHOTEN;22.773
DDB UNLIMITED B.V.;AMSTELVEEN;257.538
DDC DEEPBLUE B.V.;RIJEN;4.224
DDC INFO SCIENCES B.V.;RIJEN;28.350
DDF ENGINEERING EN CONTRACTING B.V.;HEERLEN;15.366
DDK B.V.;UTRECHT;10.551
DDL TRANSPORT B.V.;KLAZIENAVEEN;1.425
DDM DEMONTAGE B.V.;DE MEERN;196.272
DDM EXPORT B.V.;MADE;3.030
DDPP DIGITAL DOCUMENT PUBLISHING    PARTNERS B.V.;WORMERVEER;4.248
DDS DRUMA B.V.;TILBURG;24.639
"DE ""NIEUWE"" START B.V.";AMSTERDAM;4.323
DE (ENKHUIZER) BEDSTEDE B.V.;GROOTEBROEK;5.586
DE 3E HELFT B.V.;UITHOORN;36.936
DE ACADEMY B.V.;NIJMEGEN;8.658
DE ACHTERSTE HOEF B.V.;BLADEL;12.732
DE AFSLAG B.V.;BRESKENS;5.601
DE AGILE TESTERS B.V.;GENDT;84.654
DE AGRESSIETRAINERS B.V.;ECHT;3.009
DE ALDE STJELP STUCADOORS & AFBOUW  B.V.;OOSTERNIJKERK;25.083
DE ALGEMENE BOEKHANDEL AMERSFOORT   C.V.;AMERSFOORT;11.340
DE AMBACHTERIE B.V.;OOSTBURG;39.738
DE AMSTERDAMMER B.V.;AMSTERDAM;9.105
DE AMSTERDAMSE BOEKHANDEL B.V.;AMSTERDAM;3.657
DE ANIMATIE COMPAGNIE B.V.;VLISSINGEN;41.496
DE ANIMATIE COMPAGNIE B.V.;VLISSINGEN;26.937
DE APPEL B.V.;HENGELO OV;55.410
DE APPELAERE B.V.;WATERLANDKERKJE;11.373
DE APPELPANNENKOEK B.V.;EINDHOVEN;34.260
DE ARENA CONNECTION B.V.;AMSTERDAM;9.636
DE AREND;WINSSEN;66.285
DE ARTIESTEN B.V.;AMSTERDAM;21.840
DE ASSHOEVE;HAPS;6.036
DE ATLEETFABRIEK B.V.;HAARLEM;12.690
DE AUBERGERIE V.O.F.;AMERSFOORT;5.610
DE AUTO AVENUE TILBURG B.V.;TILBURG;29.820
DE AUTOSCHADEHERSTELLERS LISSE B.V.;LISSE;28.611
DE AUTOSCHADEHERSTELLERS NIEUWKOOP  B.V.;NIEUWKOOP;26.034
DE AUTOSCHADEHERSTELLERS NOORDWIJK  B.V.;NOORDWIJK ZH;36.732
DE AVONTUURFABRIEK B.V.;LOOSDRECHT;78.747
DE BAAK B.V.;NOORDWIJK ZH;157.482
DE BAAK NOORDWIJK B.V.;NOORDWIJK ZH;160.419
DE BAAR BUSINESS SOLUTIONS B.V.;WIJK BIJ DUURSTEDE;15.477
DE BABBEL APELDOORN B.V.;APELDOORN;67.698
DE BABBEL BARNEVELD B.V.;BARNEVELD;32.280
DE BABBELAAR B.V.;SCHIEDAM;7.797
DE BABBELAER B.V.;LOCHEM;14.055
DE BAGATELLE B.V.;MARIENHEEM;22.896
DE BAKERMAT PROJEKTREKLAME B.V.;HELMOND;4.776
DE BAKE-VAN RANDERAAD V.O.F.;DOESBURG;876
DE BAKKER & DE SCHENKER B.V.;ASSEN;32.115
DE BAKKER B.V.;'S-HERTOGENBOSCH;29.301
DE BAKKERS COMBINATIE B.V.;VEENENDAAL;1.605
DE BAKKERSWINKEL ROTTERDAM-CENTRUM  B.V.;ROTTERDAM;8.778
DE BAKKERSWINKEL ZOETERMEER B.V.;ZOETERMEER;11.703
DE BANK & CO V.O.F.;BUNNIK;4.917
DE BANK HORECA B.V.;HARDERWIJK;51.099
DE BAR B.V.;KLUNDERT;4.347
DE BARBIER VAN DEVENTER V.O.F.;DEVENTER;9.252
DE BARON UDEN B.V.;UDEN;32.400
DE BASIS B.V.;NIEUWERKERK AD IJSSEL;33.690
DE BASISSCHOOL VAN HIP B.V.;BILTHOVEN;10.920
DE BATOUWE GOLFSPORT B.V.;ZOELEN;21.006
DE BATTERIJEN AAN DE OVEREINDSEWEG  B.V.;NIEUWEGEIN;6.189
DE BAZAR B.V.;ROTTERDAM;302.661
DE BAZEL B.V.;AMSTERDAM;12.111
DE BEAUTYFABRIEK B.V.;DOETINCHEM;12.195
DE BEDRIJFSADVISEUR LIMBURG-BRABANT B.V.;HEERLEN;19.146
DE BEDSTEE CAPSULES HOTEL B.V.;AMSTERDAM;15.333
DE BEELDENTUIN B.V.;GARDEREN;36.423
DE BEER HUIZENGA V.O.F.;DOKKUM;6.792
DE BEER V.O.F.;SOEST;9.894
"DE BEIJER ""RTB"" B.V.";DUIVEN;25.113
DE BEKEN B.V.;RENKUM;11.607
DE BELG I HORECA B.V.;AMSTERDAM;31.977
DE BELGISCHE KEIZER B.V.;ZWOLLE;87.627
DE BELVERTSHOEVE B.V.;OISTERWIJK;19.008
DE BENGEL B.V.;EERSEL;75.321
DE BENGEL VELDHOVEN B.V.;VELDHOVEN;1.338
DE BEREN BARENDRECHT B.V.;BARENDRECHT;97.410
DE BEREN DORDRECHT B.V.;DORDRECHT;86.190
DE BEREN HOLDING 2 B.V.;ROTTERDAM;186.018
DE BEREN HOLDING B.V.;ROTTERDAM;173.622
DE BEREN ROOSENDAAL B.V.;OUD GASTEL;49.383
DE BEREN ROTTERDAM-CENTRUM B.V.;ROTTERDAM;101.565
DE BEREN ROTTERDAM-ZUID B.V.;ROTTERDAM;87.999
DE BERENKUIL B.V.;UTRECHT;45.018
DE BERGJES BOUW B.V.;ROGGEL;10.449
DE BERGJES CHALETS EN CARAVANS B.V.;HEIBLOEM;39.354
DE BEROEPENTUIN ROTTERDAM B.V.;ROTTERDAM;36.525
DE BESLAGKOM PANNENKOEKEN & GRILL   B.V.;KATWIJK ZH;96.123
DE BESOMMING RESTAURANTS B.V.;'S-GRAVENHAGE;90.669
DE BESTE PRINT AMSTERDAM B.V.;AMSTERDAM;12.066
DE BEST-NOY B.V.;BOXMEER;2.607
DE BEURS B.V.;HOOGEVEEN;59.313
'DE BEURS' B.V.;TIEL;5.076
DE BEURS C.V.;SINT-OEDENRODE;5.391
DE BICKER ETEN EN DRINKEN V.O.F.;AMSTERDAM;14.502
DE BIE GROENTENVERWERKING B.V.;NIEUWEGEIN;25.152
DE BIE RECLAME B.V.;APELDOORN;9.495
DE BIERELIER B.V.;'S-GRAVENHAGE;12.027
DE BIERKELDER UTRECHT B.V.;UTRECHT;81.977
DE BIERTUIN B.V.;AMSTERDAM;61.953
DE BIERTUIN MERCATORPLEIN B.V.;AMSTERDAM;28.821
DE BIERTUIN PRINSENGRACHT B.V.;AMSTERDAM;48.333
DE BIJEN B.V.;RHENEN;7.170
DE BILJARTMAKERS V.O.F.;KOCKENGEN;1.047
DE BINDER LEERSUM B.V.;LEERSUM;11.355
DE BINNENKAMER B.V.;WINTERSWIJK;4.710
DE BINNENSTAD B.V.;SCHAGEN;38.892
DE BIOS DRACHTEN B.V.;DRACHTEN;22.602
DE BIOS HEERENVEEN B.V.;HEERENVEEN;18.609
DE BIRKT HORECA B.V.;SOEST;51.702
DE BISSCHOPSMOLEN V.O.F.;MAASTRICHT;18.351
DE BLAAUWE KAMER B.V.;WAGENINGEN;62.319
DE BLAEIJ MONTAGE B.V.;HULST;17.931
DE BLAUWE DAME B.V.;HOENSBROEK;10.935
DE BLAUWE DEEL V.O.F;LEERDAM;2.424
DE BLAUWE HOLLANDER B.V.;AMSTERDAM;48.933
DE BLAUWE WINKEL B.V.;HARDENBERG;6.801
DE BLES B.V.;LEIDSCHENDAM;34.845
DE BLINDE LAUNDRY HEERENVEEN B.V.;HEERENVEEN;320.022
DE BLOEMENJUNGLE  B.V.;RIDDERKERK;35.115
DE BLOEMENPLANTAGE B.V.;CAPELLE AAN DEN IJSSEL;17.007
DE BLOK BOUW EN VERBOUW B.V.;HILVERSUM;3.777
DE BLOOMSBURY B.V.;WESTERLAND;14.307
DE BODE V.O.F.;ZANDVOORT;6.279
DE BOEKANIER V.O.F.;TILBURG;5.163
DE BOER & EGBERTS ADVOCATEN B.V.;LEEUWARDEN;21.054
DE BOER INTERNATIONAL CARGO B.V.;ZAANDAM;6.117
DE BOER INVESTMENT B.V.;ALKMAAR;20.841
DE BOER LICHT B.V.;SNEEK;3.660
DE BOER PERSONENVERVOER V.O.F.;NES AMELAND;2.322
DE BOER R.V.S. B.V.;MAKKUM FR;9.996
DE BOER SNIJBEDRIJF B.V.;UITGEEST;42.189
DE BOER STAAL B.V.;UITGEEST;29.109
DE BOER STRUCTURES B.V.;ALKMAAR;358.728
DE BOER SURAKARTA B.V.;LEIDEN;14.616
DE BOER TRANSPORTBEDRIJF B.V.;TIJNJE;20.328
DE BOERDERIJ BY CHARRELS B.V.;VOORBURG;7.716
DE BOEREPLAATS V.O.F.;WAARLAND;7.038
DE BOERINN B.V.;KAMERIK;69.348
DE BOEZEM TOURINGCARS B.V.;CAPELLE AAN DEN IJSSEL;9.318
DE BOEZEMVRIEND B.V.;AMSTERDAM;2.331
DE BOKKEDOORNS B.V.;OVERVEEN;97.005
DE BOLLE BUIK B.V.;HEERHUGOWAARD;11.493
DE BOLLE HOED B.V.;AMSTERDAM;13.620
DE BOMBARDON B.V.;HEYTHUYSEN;14.226
DE BONDT GRAFIMEDIA COMMUNICATIE    B.V.;BARENDRECHT;86.376
DE BONDT TRANSPORT B.V.;VAASSEN;59.220
DE BONT BEHEER B.V.;ERMELO;5.007
DE BONT-COOLEN V.O.F.;VELDHOVEN;2.751
DE BONTE BENGEL V.O.F.;ALKMAAR;14.952
DE BONTE HAAS B.V.;WATERINGEN;37.650
DE BONTE KOE B.V.;SCHIEDAM;16.869
DE BONTE KOE B.V.;SCHIEDAM;6.261
DE BOOM ALKMAAR B.V.;ALKMAAR;33.108
DE BOOTSMANNEN B.V.;MUIDEN;25.830
DE BOSRAND B.V.;ARCEN;70.323
DE BOSRAND TRADING B.V.;OEGSTGEEST;8.160
DE BOSRAND VLIELAND BEHEER B.V.;MUIDEN;27.228
DE BOURGONDIER B.V.;HULST;36.354
DE BOUWERS B.V.;ZALTBOMMEL;20.361
DE BOUWMEESTERS-WEST B.V.;RIJSSEN;122.733
DE BOVENTOON ANDERS B.V.;NOORDWIJK ZH;16.275
DE BOWLINGBOERDERIJ B.V.;NIJVERDAL;36.192
DE BRASSERIE MIRELL B.V.;NAALDWIJK;114.840
DE BREBORGH B.V.;BENTELO;12.369
DE BREMHOEVE B.V.;WOERDEN;2.688
DE BREWPUB B.V.;AMSTERDAM;15.573
DE BRIELSCHE AAP B.V.;BRIELLE;48.741
DE BROEDERSCHAP B.V.;HILVERSUM;37.227
DE BROERS B.V.;BADHOEVEDORP;5.721
DE BRONZEN EIK - DE RUITEN AA       V.O.F.;SELLINGEN;6.102
"DE BROODBODE ""VESTIGING             HAVERSTRAATPASSAGE"" V.O.F.";ENSCHEDE;14.841
DE BROODJES-FAX V.O.F.;WINSCHOTEN;3.420
DE BROSSOIS B.V.;ZANDVOORT;8.787
DE BROSSOIS CRONJE B.V.;ZANDVOORT;6.048
DE BROUWER WEERT B.V.;WEERT;3.864
DE BRUG B.V.;UTRECHT;207.090
DE BRUG B.V.;UTRECHT;11.925
DE BRUG PERSONEEL B.V.;LOCHEM;66.000
DE BRUG RAMEN EN KOZIJNEN B.V.;SON EN BREUGEL;56.511
DE BRUG SERVICES B.V.;ROOSENDAAL;29.331
DE BRUIDSGALERIE C.V.;UDEN;4.908
DE BRUIDSHOEK B.V.;LEIDEN;81.351
DE BRUIJN AUTO'S B.V.;WORMERVEER;8.727
DE BRUIJN SALES B.V.;DE LIER;5.100
DE BRUIJNERIE V.O.F.;HAARLEM;8.205
DE BRUIJN'S AUTOMOBIELBEDRIJF B.V.;SCHOONHOVEN;31.383
DE BRUIN BEHEER LEMMER B.V.;LEMMER;2.076
DE BRUIN EXPLOITATIEMIJ B.V.;NUENEN;84.942
DE BRUIN HORECA IJSSELSTEIN B.V.;IJSSELSTEIN UT;8.637
DE BRUIN RETAIL B.V.;SLIEDRECHT;7.869
DE BRUIN TECHNIEK BOXTEL B.V.;BOXTEL;4.017
DE BRUIN TECHNIEK ETTEN B.V.;ETTEN-LEUR;3.984
DE BRUIN TECHNIEK HELMOND B.V.;HELMOND;2.685
DE BRUIN TECHNIEK WAALWIJK B.V.;WAALWIJK;2.985
DE BRUIN TECHNIEK WEERT B.V.;WEERT;2.880
DE BRUYN METAAL B.V.;BERGEIJK;52.620
DE BUDELSE B.V.;BUDEL;181.866
DE BUITENJAN EXPLOITATIE B.V.;VELDHOVEN;28.311
DE BUNDEL INSTALLATIETECHNIEK B.V.;ALMERE;55.140
DE BUNKER CLOTHING V.O.F.;HOEVELAKEN;1.998
DE BUREN (APELDOORN) VOF;APELDOORN;29.817
DE BUREN B.V.;ALKMAAR;101.781
DE BURGEMEESTER VAN NAPELS B.V.;LEEUWARDEN;30.051
DE BURGER EINDHOVEN B.V.;EINDHOVEN;45.012
DE BURGT HORECA B.V.;RIJNSBURG;21.198
DE BURIES V.O.F.;AMSTERDAM;14.445
DE BUSJOP B.V.;HEYTHUYSEN;31.578
DE BUUF B.V.;HEERENVEEN;2.208
DE BUURMAN HEERENVEEN B.V.;HEERENVEEN;58.143
DE BUURTBOER B.V.;AMSTERDAM;136.818
DE BUURTBOER B.V.;AMSTERDAM;8.259
DE CABRIOHOEVE V.O.F.;GASSELTE;9.915
DE CAISSON B.V.;KAPELLE;22.416
DE CAPELSE MANEGE V.O.F.;CAPELLE AAN DEN IJSSEL;10.602
DE CARLTON VUURWERK B.V.;'S-GRAVENZANDE;633
DE CARPENTIER-MOOREN FACILITIES B.V.;AALSMEER;251.175
DE CARROUSEL B.V.;EINDHOVEN;94.059
DE CARROUSEL B.V.;GOIRLE;40.881
DE CARROUSEL V.O.F.;OSS;5.148
DE CHINESE MUUR V.O.F.;DEN HOORN ZH;7.407
DE CHINESE MUUR WARNSVELD B.V.;WARNSVELD;33.270
DE CIRKEL IS ROND B.V.;VOLENDAM;7.818
DE CLIPPER V.O.F.;MIDSLAND;3.240
DE COLLSE HOEVE EXPLOITATIE B.V.;NUENEN;95.562
DE COLONIE HOUTEN B.V.;UTRECHT;83.871
DE COMEDIE MANAGEMENT B.V.;MAASTRICHT;125.772
DE COMMANDERIJ B.V.;GEMERT;4.983
DE COMMERCE B.V.;KRUISLAND;12.675
DE COMPAGNIE KOFFIE-THEE-TABAK B.V.;BREDA;1.140
DE COMPUTER DIENST B.V.;ALMERE;18.111
DE CONINCK WINES B.V.;STEENBERGEN NB;17.256
DE COOCKPIT C.V.;BUDEL;15.012
DE CREATIEVE AFDELING B.V.;BOXTEL;14.373
DE CREATIEVE DIRECTIE B.V.;AMSTERDAM;12.282
DE CULINAIRE MAKELAAR B.V.;ZWOLLE;65.418
DE DAGTOCHTEN SPECIALIST B.V.;ASSENDELFT;38.370
DE DAMES VAN 0314 B.V.;DE HEURNE;15.921
DE DAMPKRING B.V.;AMSTERDAM;51.642
DE DEINING VOF;RETRANCHEMENT;24.105
DE DELMAR KANTOORMEUBELEN B.V.;GEESTEREN OV;5.940
DE DENNEN-BERGEN AAN ZEE B.V.;BERGEN AAN ZEE;4.125
DE DEURENSPECIALIST B.V.;LEIDEN;29.970
DE DIJKETELG B.V.;PAPEKOP;5.754
DE DIKKE DRAAI B.V.;SURHUISTERVEEN;9.579
DE DIKKE NEUT EXPLOITATIE B.V.;OLDENZAAL;10.572
DE DOBBELSTEEN TILBURG B.V.;TILBURG;6.441
DE DOELEN FRANEKER B.V.;FRANEKER;26.994
DE DOKTER B.V.;HILVERSUM;4.578
DE DOORSTROOM B.V.;EINDHOVEN;7.575
DE DORPSKAMER ERMELO B.V.;ERMELO;108.987
DE DORPSSTRAAT B.V.;BAKEL;9.834
DE DOUAIRIERE V.O.F.;BOXMEER;22.416
DE DRAIT YACHTING B.V.;DE WILGEN;2.616
DE DRES B.V.;NIBBIXWOUD;17.148
DE DRIE DRIJVERS B.V.;ALMKERK;21.627
DE DRIE GEBODEN B.V.;BARENDRECHT;21.504
DE DRIE GRAEFJES B.V.;ZAANDAM;58.614
DE DRIE LINDEN B.V.;MOLENSCHOT;8.562
DE DRIE UILTJES V.O.F.;GRONINGEN;14.070
DE DRIESPRONG YACHT CHARTERS B.V.;LANGELILLE;16.374
DE DROMENMAKER UTRECHT B.V.;UTRECHT;9.186
DE DROMENMAKER VEENENDAAL B.V.;VEENENDAAL;17.067
DE DROMMEDAAR B.V.;EMMEN;31.041
DE DRUIVENTROS B.V.;BERKEL-ENSCHOT;79.830
DE DUIF MANNENMODE VOF;WINTERSWIJK;918
DE DUIF MODE B.V.;SNEEK;12.702
DE DUIVELSBERG B.V.;BERG EN DAL;83.049
DE DUVEL BV;AMSTERDAM;35.610
DE EDESE DRANKENHANDEL B.V.;EDE GLD;22.011
DE EEKHOEVE V.O.F.;VEENENDAAL;11.973
DE EEND B.V.;LOOSDRECHT;46.722
DE EENHEID B.V.;RIJSWIJK ZH;27.963
DE EERSTELING B.V.;HOOFDDORP;5.466
